name,description,address,city,region,country,city tags,category,phone,email,website,instagram,status,submittedBy,latitude,longitude,GroceryAndMarket,glutenFree,dairyFree,Nut free,vegan,bio/organic,localFarms,fresh vegetables,farmRaisedMeat,NoProcessed foods,kidFriendly snacks,bulkBuying options,zeroWaste,Badges,Supplements,General Supplements,Omega-3,VeganSup,OnlineRetailer,Vitamins,HerbalRemedies,OrganicSup,SportsNutrtion,PractionerGrade,Hypoallergenic
Maria Granel,"Portugal’s first zero-waste grocery store offering bulk organic grains, seeds, legumes, spices, and baking ingredients.","R. Coelho da Rocha 37, 1250-087 Lisboa, Portugal",Lisbon,Lisbon,Portugal,Lisbon,grocery,351214056077,"geral@mariagranel.com, loja@mariagranel.com",marigranel.com,@mariagranel.l,pending,Michaele-Initial,38.71711,-9.16017,True,true,true,true,true,true,TRUE,,,true,true,true,true,,,,,,,,,,,,
Maria Granel,"Portugal’s first zero-waste grocery store offering bulk organic grains, seeds, legumes, spices, and baking ingredients.","R. José Duro 22 C, 1700-261 Lisboa, Portugal",Lisbon,Lisbon,Portugal,Lisbon,grocery,+351211351896,"geral@mariagranel.com, loja@mariagranel.com",marigranel.com,@mariagranel.l,pending,Michaele-Initial,38.75506,-9.14106,True,true,true,true,true,true,TRUE,,,true,true,true,true,,,,,,,,,,,,
Mercado do Campo de Orique,Traditional market with butchers offering farm-sourced meats including pasture-raised and locally butchered cuts.,"Rua Coelho da Rocha, 104",Lisbon,LIsbon,Portugal,Lisbon,grocery,,,,,pending,Michaele-Initial,38.71711,-9.16242,True,TRUE,TRUE,TRUE,,true,true,true,true,true,TRUE,TRUE,,local favorite,,,,,,,,,,,
Mercado do Villa,"An indoor artisan market in Cascais featuring local producers, food stands, and handmade goods. A beautiful space to explore slow food and neighborhood flavor.","R. Padre Moisés da Silva 1, 2754-529 Cascais, Portugal",Cascais,Lisbon,Portugal,Cascais,market,+351214825000,,https://www.cascais.pt/area/mercado-da-vila-um-centro-de-vida-em-cascais,@mercadodavilacascais,pending,Michaele-Initial,38.70333,-9.42202,True,true,true,true,true,true,true,true,true,true,true,true,true,local favorite,,,,,,,,,,,
Mundo Bio,"Mundo Bio is a well-stocked natural foods and supplement store offering a wide range of organic groceries, herbal remedies, and eco-friendly household products. Known for its knowledgeable staff and local Portuguese brands, it's a trusted stop for health-conscious shoppers in the Lisbon area.","R. das Codornizes 115, 2750-005 Cascais, Portugal",Cascais,Lisbon,Portugal,Cascais,grocery,+351211608284,,mundobio.pt,@mundobio,pending,Michaele-Initial,38.70905,-9.44531,True,true,true,true,true,true,,TRUE,true,TRUE,TRUE,,,local favorite,,,,,,,,,,,
Mundo Bio,"Mundo Bio is a well-stocked natural foods and supplement store offering a wide range of organic groceries, herbal remedies, and eco-friendly household products. Known for its knowledgeable staff and local Portuguese brands, it's a trusted stop for health-conscious shoppers in the Lisbon area.","Health Clube Quinta da Marinha Estrada Nova de, 2750-004 Cascais, Portugal",Cascais,Lisbon,Portugal,Cascais,grocery,351210149172,,mundobio.pt,@mundobio,pending,Michaele-Initial,,,True,true,true,true,true,true,,TRUE,true,TRUE,TRUE,,,local favorite,,,,,,,,,,,
Nathalie's Healthy Kitchen,"A plant-forward meal-kit service designed by a dietitian, delivering fresh, pre-portioned ingredients and easy-to-follow recipes across Cascais and Lisbon instagram.com+7natalieshealthykitchen.com+7natalieshealthykitchen.com+7. It’s the perfect solution for expats craving healthy, hassle-free cooking without the stress of shopping and planning.","Cascais, Portugal",Cascais,Lisbon,Portugal,"Parede/Carcavelos, Cascais, Lisbon, Oeires, Sintra",grocery,351915688462,nathalieshealthykitchenpt@gmail.com,nathalieshealthykitchen.com,@nathalieshealthykitchen,pending,Michaele-Initial,38.6979,-9.4223,True,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,
Nourish and Nosh PT,"Nourish and Nosh PT offers nutrient-dense, plant-forward prepared meals and snacks using locally sourced, organic ingredients. Ideal for busy expats looking for healthy, ready-to-eat options that don’t compromise on flavor or quality.","R. Ary dos Santos 62 LJA, 2775-338 Parede, Portugal",Parede,Lisbon,Portugal,"Parede/Carcavelos, Cascais, Lisbon, Oeires, Sintra",grocery,+351927380576,,https://nourishandnosh.pt/,@nourishandnosh.pt,pending,Michaele-Initial,38.70377,-9.35607,True,TRUE,TRUE,,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,
Quinta do Arneiro,"Certified organic farm offering direct delivery of vegetable boxes, eggs, and seasonal items to the Lisbon area.","Quinta do Arneiro, 2665-004 Azueira, Portugal",Azueiro,Lisbon,Portugal,"Parede/Carcavelos, Cascais, Lisbon, Oeires, Mafra, Sintra",grocery,+351261961219,aquinta@quintadoarneiro.com,https://quintadoarneiro.pt/en/,@quintadoarneiro,pending,Michaele-Initial,39.0115,-9.27891,True,true,true,,true,true,true,true,,true,true,true,TRUE,local favorite,,,,,,,,,,,
Quinta Linda,"This local honey farm offers raw, unfiltered honey from hives in the Portuguese countryside. A sweet, antioxidant-rich treat straight from the source.","2825-836 Caparica, Portugal",Caparica,Lisbon,Portugal,"Lisbon, Cascais",grocery,+351912511893,quintalinda@quinta-linda.com,https://www.quinta-linda.com/,@quintalinda,pending,Michaele-Initial,40.74561,-8.98415,True,true,true,true,true,true,true,true,,true,,true,TRUE,,,,,,,,,,,,
Qunita das Abelhas,"Produces seasonal vegetables, herbs, and preserves. Available at Lisbon markets or by farm pickup with pre-order.","Cortico, Fornos de Algodres, Portugal","Cortico, Fornos de Algodres",Lisbon,Portugal,Lisbon,grocery,351 913 272 253,quintadasabelhas@pm.me,https://www.quintadasabelhas.com/,@quintadasabelhas),pending,Michaele-Initial,40.6202,-7.5396,True,true,true,TRUE,TRUE,true,true,true,,true,,,,,,,,,,,,,,,
Qunita do Montalto,"Family-run organic farm offering wine, olive oil, and seasonal produce for direct online order and Lisbon-area delivery.","Quinta do Montalto EN 349, 2435-439 Olival, Portugal",Olival,Lisbon,Portugal,"Parede/Carcavelos, Cascais, Lisbon, Oeires, Sintra",grocery,+351249581224,info@quintadomontalto.com,https://www.quintadomontalto.com/pt/,@quintadomontalto,pending,Michaele-Initial,39.6991,-8.59929,True,true,true,,,true,true,true,,TRUE,,true,TRUE,,,,,,,,,,,,
Raizes Mercearia a Granel,Store located in Tomar with bulk buying options and natural and sustainable products.,"R. São João 108, 2300-568 Tomar, Portugal",Tomar,Lisbon,Portugal,Mafra,grocery,+351926125455,,,raizes_mercearia,pending,Michaele-Initial,39.63505,-8.28757,True,true,true,true,true,true,,,,,,,,,,,,,,,,,,,
Raizes Verdas,"Provides local vegetable baskets sourced from sustainable farms, available via weekly subscription with Lisbon drop-off points.","R. 24 de Julho 110, 2080-526 Fazendas de Almeirim, Portugal",Fazendas de Almeirim,Lisbon,Portugal,Lisbon,grocery,+351928142000,,https://raizesverdes.pt/?srsltid=AfmBOorcpENzwuEIw7R-PkDAskYgoZOtUmPf2urJcAfW2JEtnmZU9HRB,,pending,Michaele-Initial,39.22774,-8.5842,True,true,true,true,true,true,true,,,true,,,,,,,,,,,,,,,
Salude Pastelaria Fit,"Bakery that is fully gluten-free, lactose-free, and refined sugar-free, providing a range of baked goods and brunch items.","Rua Bartolomeu da Costa 30, 1170-049 Lisboa, Portugal",Lisbon,LIsbon,Portugal,Lisbon,grocery,,saludepastelariafit@gmail.com,https://www.saludepastelariafit.com,@saludepastelariafit,pending,Michaele-Initial,38.72237,-9.1252,True,true,true,true,true,,,,,,true,,,,,,,,,,,,,,
Sam Pestelaria Saudavel,"Health-focused bakery offering certified gluten-free products, including vegan and sugar-free options.","R. Luís Augusto Palmeirim 1 D, 1700-272 Lisboa, Portugal",Lisbon,Lisbon,Portugal,,grocery,+351937646733,sampastelariasaudavel@gmail.com,https://www.sampastelariasaudavel.com/,@sampastelariasaudavel,pending,Michaele-Initial,38.75708,-9.14216,True,true,true,true,true,,,,,,true,,,,,,,,,,,,,,
Supermercado Tradicional,"A small local market in Estoril offering pantry staples, seasonal produce, and specialty goods. Great for everyday items without the overwhelm of a big chain store.","Edificio Junta de Freguesia do Estoril, loja 6, Largo Amália Rodrigues 8, 2765-281 Estoril, Portugal",Cascais,Lisbon,Portugal,Cascias,grocery,+351214680566,,,@sup_traicional,pending,Michaele-Initial,38.70542,-9.39167,True,true,true,,true,true,true,true,,true,true,,,local favorite,,,,,,,,,,,
Talhos das Manas,"A woman-owned butcher shop sourcing high-quality, pasture-raised meats. A trustworthy stop for ethical animal products and old-school service.","R. António Cartaxo 1, 2560-063 A dos Cunhados, Portugal",A dos Cunhados,Lisbon,Portugal,"Parede/Carcavelos, Cascais, Lisbon, Oeires, Sintra",grocery,+351961102201,,https://talhodasmanas.com/,@talhosdasmanas,pending,Michaele-Initial,39.14914,-9.28375,True,true,true,true,,true,true,,true,true,,true,,,,,,,,,,,,,
Terra Leaf,"A plant-based vendor focused on nourishing, vegan food using clean, organic ingredients. You’ll often find them at local markets and wellness events.","R. Dr. Alfredo da Costa 32, 2710-523 Sintra, Portugal",Cascais,Lisbon,Portugal,"Cascais, Sintra",grocery,+351916309754,,www.terraleafgreens.com,@terraleaf.greens,pending,Michaele-Initial,39.0397,-9.39112,True,true,true,true,true,true,true,true,,TRUE,,,,,,,,,,,,,,,
The Broth Kitchen,"A Lisbon-based delivery service offering slow-simmered, nutrient-dense bone broths. Ideal for boosting immunity, gut health, or simply warming up.","Lisbon, Portugal",Lisbon,Lisbon,Portugal,"Cascais, Lisbon",grocery,,,,@thebrothkitchen,pending,Michaele-Initial,38.725981,-9.139534,True,true,true,true,,true,,,,true,,,,,,,,,,,,,,,
the Hummus shack,"A local vendor making delicious, gluten-free hummus with clean oils and minimal ingredients. Often found at fairs, festivals, and weekend markets.","Cascais, Portugal",Cascais,Lisbon,Portugal,Cascais,grocery,,,,@the.hummus.shack,pending,Michaele-Initial,38.6952,-9.4213,True,true,true,,true,true,,,,true,true,,,,,,,,,,,,,,
Time Out Market,"Several vendors sell farm-direct meat and vegetables, including sausages and specialty cuts, often from small Portuguese producers.","Av. 24 de Julho, 1200-479 Lisboa, Portugal",Lisbon,Lisbon,Portugal,Lisbon,grocery,+351210607403,info@timeoutmarket.com,timeoutmarket.com/lisboa/,@timeoutmarketlisboa,pending,Michaele-Initial,38.70856,-914591,True,true,true,TRUE,,TRUE,true,true,true,true,TRUE,TRUE,,,,,,,,,,,,,
